product_id,domain,category,subcategory,title,display_name,capacity_range,short_description,product_info,technical_details,applications,model_count,spec_status,source_type,source_url
PROD-040,i-power,Battery Storage Power Solutions,Lithium-ion Battery Packs,RB-LI-512VDC-200Ah,Li-ion Battery 512VDC-200Ah,200AH,"The Energen RB-LI-512-200 is a high-voltage lithium iron phosphate (LFP) battery system purpose-built for resilient data center energy storage, delivering a rated energy of 102.4kWh and a maximum discharge power of 184kW.","Features a three-level BMS architecture (BMU, BCU, BAU) for real-time monitoring and hardware protection, independent charging circuits, integrated perfluorohexane fire protection, up to 16 cabinets in parallel, and a 10-year calendar life.",,3-Phase UPS Systems Data Centers Industrial & Commercial Applications Renewable Energy Storage Systems,1,verified,website,https://i-sol.co.uk/product-line-4
PROD-041,i-power,UPS Solutions,On-line high frequency,"T-4001 TL 1-1 (0.8,0.9PF), with built-in battery (1-10KVA)","T-4001 TL 1-1 (0.8,0.9PF), with built-in battery (1-10KVA)",1-10KVA,"The i-power T-4001 series is a true online double-conversion UPS that can provide your critcal equipment with reliable and stable sine wave power. It features significant advantages, including an output power factor up to 0.8/0.9 and up to 90% AC-AC efficiency for greater energy savings.","It is a versatile, high quality, and cost-competitive UPS developed to handle a wide voltage range and inconsistent power conditions. The T-4001 series provides a safe power supply guaranteed for mission-critical applications such as computer equipment, telecommunication devices, precision instrument, network termination equipment, and more.",Product Highlights: Wide Input Voltage Range allows the UPS to work in harsh environments and reduces battery discharging time. GBT technology to achieve high overall efficiency up to 90%. High input power factor (0.99) and low harmonic distortion (THDI 5%) saves upstream investment. Can be connected with all kinds of generators to save customers costs. True online double-conversion topology and zero transfer time to battery provides 24/7 full-time protection. Model OH1001T80207S OH1002T80407S OH1003T80607S OH1006T91607S OH1010T91607S Capacity 1KVA / 0.8KW 2KVA / 1.6KW 3KVA /2.4KW 6KVA / 5.4KW 10KVA / 9KW | Data quality notes (unresolved in source): OH1010T91607S: Model code also appears in series 5,"Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-042,i-power,UPS Solutions,On-line high frequency,"T-4001 TL 1-1 (0.8,0.9PF), Long back-up without batteries (1-10KVA)","T-4001 TL 1-1 (0.8,0.9PF), Long back-up without batteries (1-10KVA)",1-10KVA,"The i-power T-4001 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor up to 0.8/0.9 and up to 90% AC-AC efficiency.
For greater energy savings, the efficiency can reach upto 96-97%
during ECO mode depends on model.","It is a versatile, high quality, and cost-competitive UPS developed
to handle a wide voltage range and inconsistent power conditions.
The T-4001 series provides a safe power supply guaranteed for
mission-critical applications such as computer equipment,
telecommunication devices, precision instrument, network
termination equipment, and more.","LATEST HF SWITCHING POWER SUPPLY RECTIFIER & PFC TECHNOLOGY FEATURES - Wide Input Voltage Range - IGBT Technology - High Input Power Factor High input power factor (0.99) and low harmonic distortion. Can be connected with all kinds of generators to save customers costs. True online double-conversion topology and zero transfer time to battery provides 24/7 full-time protection Advanced Communications USB/RS232 & RJ-11/RJ45 serial port interface (Optional) - Tested and Verified All devices are fully tested and verified for maximum performance. Model Capacity OH1001T80300S OH1001T80600S OH1003T80800S OH1006T91600S OH1010T91600S 1KVA / 0.8KW 2KVA / 1.6KW 3KVA /2.4KW 6KVA / 5.4KW 10KVA / 9KW | Data quality notes (unresolved in source): OH1001T80300S: Datasheet text lists 2 kVA but no model code decodes to it, while two codes decode to 1 kVA - suspected typo in one of these codes ; OH1001T80600S: Datasheet text lists 2 kVA but no model code decodes to it, while two codes decode to 1 kVA - suspected typo in one of these codes ; OH1006T91600S: Model code also appears in series 5 ; OH1010T91600S: Model code also appears in series 5","Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-043,i-power,UPS Solutions,On-line high frequency,T-4001 1-10k TL 1-1 (1PF) With Built-in Batteries (1-10KVA),T-4001 1-10k TL 1-1 (1PF) With Built-in Batteries (1-10KVA),1-10KVA,"The i-power T-4001 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor up to 1 and overall efficiency >95%. It also
incorporates a reliable and energy saving green power system.","It is a versatile, high quality, and cost-competitive UPS developed to
handle a wide voltage range and inconsistent power conditions. Due
to its 3-level inverter technology, The T-4001 series provides a safe
power supply guaranteed for mission-critical applications such as
computer equipment, telecommunication devices, precision
instrument, network termination equipment, and more.",FEATURES High frequency on-line double conversion single phase - High Output Power Factor - ECO Function - Topology Comes with Eco friendly function to save cost - Input Voltage Wide input voltage range from 110-300 VAC Battery anti reverse connection alarm and safety and battery test function - EPO Function - Flexible Battery - LCD - All devices have EPO function available Flexible battery VDC options i.e. 192/240 VDC for long back-up 6 & 10 kVA models - Large and multifunctional LCD with comprehensive information about UPS working. Also multi page history record displayed on LCD Model Rating OH1001T10207S OH1001T10209S OH1002T10407S OH1002T10409S OH1003T10607S OH1003T10609S OH1006T11607S OH1006T11609S OH1010T11607S 1KVA/1KW 2KVA/2KW 3KVA/3KW 6KVA/6KW 10KVA/10KW OH1010T11609S,"Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",10,verified,website,https://i-sol.co.uk/product-line-4
PROD-044,i-power,UPS Solutions,On-line high frequency,T-4001 1-10k TL 1-1 (1PF) Long Back-up Without Batteries (1-10KVA),T-4001 1-10k TL 1-1 (1PF) Long Back-up Without Batteries (1-10KVA),1-10KVA,"The i-power T-4001 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor up to 1 and overall efficiency >95%. It also
incorporates a reliable and energy saving green power system.","It is a versatile, high quality, and cost-competitive UPS developed to
handle a wide voltage range and inconsistent power conditions. Due
to its 3-level inverter technology, The T-4001 series provides a safe
power supply guaranteed for mission-critical applications such as
computer equipment, telecommunication devices, precision
instrument, network termination equipment, and more.",FEATURES High frequency on-line double conversion single phase - High Output Power Factor - ECO Function - Topology Comes with Eco friendly function to save cost - Input Voltage Wide input voltage range from 110-300 VAC Battery anti reverse connection alarm and safety and battery test function - EPO Function - Flexible Battery - LCD - All devices have EPO function available Flexible battery VDC options i.e. 192/240 VDC for long back-up 6 & 10 kVA models - Large and multifunctional LCD with comprehensive information about UPS working. Also multi page history record displayed on LCD Model Rating OH1001T10300S OH1002T10600S OH1003T10800S OH1006T11600S OH1006T12000S OH1010T11600S OH1010T12000S 1KVA/1KW 2KVA/2KW 3KVA/3KW 6KVA/6KW 10KVA/10KW,"Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",7,verified,website,https://i-sol.co.uk/product-line-4
PROD-045,i-power,UPS Solutions,On-line high frequency,T-4001 6-10k TL 1-1 (0.9PF) Built-in & Long Back-up with Parallel Feature (6-10KVA),T-4001 6-10k TL 1-1 (0.9PF) Built-in & Long Back-up with Parallel Feature (6-10KVA),6-10KVA,"The ipower T-4001 series is a robust online double-conversion UPS
system engineered for critical power continuity in sensitive
environments. With its true double-conversion architecture, it ensures
uninterrupted pure sine-wave output, shielding connected equipment
from voltage fluctuations, outages, and electrical disturbances.
Operating at 94% efficiency in online mode and up to 98% in ECO mode,
the system enhances energy savings without compromising reliability.","The ipower T-4001 series features
a wide input voltage range (120–285VAC) and outstanding voltage
accuracy (±1%). It supports a 0.9 output power factor and delivers clean
output with less than 2% THD on linear loads. Certified for safety and
performance, the system complies with CE, IEC/EN62040 standards,
ensuring reliable operation across diverse industries.","True Double-Conversion Technology Ensures seamless power protection and high adaptability to harsh mains conditions. - Output Power Factor Delivers a 0.9 output power factor for improved load capacity. - High Efficiency Operation Achieves up to 94% efficiency in online mode and 98% in ECO mode, supporting energy savings. - Wide Input Range Supports input voltage range from 185–275VAC at 100% load and 120–185VAC with linear derating to 50% load. - LCD Display Offers real-time operational data and alerts via an easy-to-read LCD interface. - Intelligent Communication Slot (Optional) Supports SNMP and remote monitoring integration. - Parallel Operation (Optional) Up to 3 units can operate in parallel with optional parallel card. Model OH1006T91507S OH1006T91600S OH1010T91607S OH1010T91600S Capacity 6kVA/5.4kW 6kVA/5.4kW 10kVA/9kW 10kVA/9kW | Data quality notes (unresolved in source): OH1006T91600S: Model code also appears in series 2 ; OH1010T91607S: Model code also appears in series 1 ; OH1010T91600S: Model code also appears in series 2","Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",4,verified,website,https://i-sol.co.uk/product-line-4
PROD-046,i-power,UPS Solutions,On-line high frequency,T-4001 6k TL 1-1 (1PF) Built-in Long Back-up with Parallel Feature (6KVA),T-4001 6k TL 1-1 (1PF) Built-in Long Back-up with Parallel Feature (6KVA),5KVA,"The ipower T-4001 series is a high-performance online doubleconversion
UPS designed to deliver pure sine-wave power for
mission-critical applications. With its true online technology, it
provides seamless power protection against grid fluctuations,
outages, and electrical noise. The system boasts an impressive
output power factor of 1.0 and up to 99.5% efficiency in ECO mode,
ensuring optimal energy savings while maintaining reliable operation.","T-4001 series
features a wide input voltage range (110- 280VAC) and exceptional
voltage regulation (±1%). Its full-bridge inverter design
accommodates challenging loads, including half-wave and
unbalanced configurations, while maintaining less than 3% THD for
clean power output.","True Double-Conversion Technology Provides complete isolation from grid irregularities, ensuring clean and stable power output. - Pure Sine-Wave Output Protects sensitive electronics with distortion-free AC power (<3% THD for linear loads). - 60A High-Speed Charger Rapidly recharges external 48V battery banks (batteries sold separately). - Cold Start Function Powers critical loads directly from batteries without AC input. - Parallel Expansion Supports up to 9 units for single/three-phase setups with a shared battery system. - Generator-Compatible Works seamlessly with generator power sources. - Full-Bridge Inverter Design Handles half-wave & unbalanced loads without performance loss. - Zero Transfer Time Instant switch to battery power with no interruption. - LCD Display Real-time monitoring of load, battery status, and fault alerts. - Robust Protection Overload, short-circuit, and overcharge safeguards. Model Capacity OH1005T10400S 5kVA/5kW | Data quality notes (unresolved in source): OH1005T10400S: Title states 6 kVA but no 6 kVA model code is listed in the datasheet cell","Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",1,verified,website,https://i-sol.co.uk/product-line-4
PROD-047,i-power,UPS Solutions,On-line high frequency,T-4003 20-80k TL 3-3 (1PF) Built-in & Long Back-up series (20-80KVA),T-4003 20-80k TL 3-3 (1PF) Built-in & Long Back-up series (20-80KVA),20-80KVA,"T-4003 UPS series features high efficiency, high performance, double
conversion, online mode, and three-in and three-out. With perfect
power source protection solutions, the UPS effectively addresses
multiple power source problems such as power outage, high-voltage
AC and low-voltage AC, voltage sag, damped oscillation, high-voltage
impulse, voltage surge, harmonic distortion, clutter interference and
frequency variation, etc.","It is widely applied for computers, communications devices and other
controlling devices. We can choose optional accessories to cope with
inrush load situations / feed-back circuit protections, etc in
complicated electrical environments.",Excellent Protection to Harsh Environment - Dual and Single Feed Input Options - Modular Fan and Battery Design - Service Reminder for Preventive Maintenance - Various Communication Options - High Reliability Due to Dual 85 High Temperature - Conformal Coating of PCBs - Pre-Install Battery and Without Pre-Install batteries. Model (Long Back-up) OH3020T14400S OH3030T14400S OH3040T14400S OH3060T14400S OH3080T14400S Model (Standard) OH3020T14000B OH3030T14000B OH3040T14000B OH3060T14000B OH3080T14000B Capacity 20kVA/20kW 30kVA/30kW 40kVA/40kW 60kVA/60kW 80kVA/80kW,"DATA CENTER
TRANSPORTATION
MANUFACTURING FACILITIES TELECOMMUNICATION COMMERCIAL BUILDINGS
FINANCIAL SERVICES SECURITY AND SURVEILLANCE HEALTHCARE",10,verified,website,https://i-sol.co.uk/product-line-4
PROD-048,i-power,UPS Solutions,On-line high frequency,T-4003 10-180k TL 3-3 (0.9/1PF) Long Back-up series (10-180KVA),T-4003 10-180k TL 3-3 (0.9/1PF) Long Back-up series (10-180KVA),10-180KVA,"The i-power T-4101 series is a true online double-conversion
UPS that can provide your critical equipment with reliable,
stable sine wave power. It features significant advantages,
including an output power factor of 0.8 and up to 98% during ECO mode.","It is a versatile, high quality, and cost-competitive UPS developed
to handle a wide voltage range and inconsistent power conditions.
T-4003 series is offering the best-in-class combination of
maximum available power, unbeatable energy efficiency and
superior power performance for small and medium important
equipment/application systems, such as SME data exchange
centres, communication equipment industry, and precision instruments",High Efficiency Upto 98% during ECO mode Latest IGBT Technology - High Output Power Factor Upto 1PF ≥ ±240VDC for better load handling capability - Tested and Verified - Online Double Conversion All devices are fully tested and verified for maximum performance. - Flexible Battery VDC Option True online double-conversion topology and zero transfer time to battery provides 24/7 full-time protection. Model: OH3010T15000S OH3020T15000S OH3030T15000S OH3040T15000S OH3060T15000S OH3080T15000S OH3100T15000S OH3120T15000S OH3160T15000S OH3180T15000S Capacity: 10KVA 20KVA 30KVA 40KVA 60KVA 80KVA 100KVA 120KVA 160KVA 180KVA,"Applications: Telecom, Edge Applications, Finance, Data Centers, Servers, Security, Medical Equipment’s, Educations, Light industrial applications",10,verified,website,https://i-sol.co.uk/product-line-4
PROD-049,i-power,UPS Solutions,On-line high frequency,T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),T-4003 300-1200k TL 3-3 (1PF) Long Back-up series (300-1200KVA),300-1200KVA,"The i-power T-4003 UPS Series is a high-performance, DoubleConversion Online UPS designed to deliver uncompromising power
quality and reliability. Engineered with a Three-Phase architecture, it
provides a seamless power backup solution for mission-critical
environments.","Equipped with comprehensive power protection, the unit effectively
mitigates a wide spectrum of electrical disturbances, including total
power failure, voltage fluctuations (sags and surges), harmonic
distortion, and frequency instability. Its advanced circuitry ensures
that connected equipment receives a pure, stabilized sine wave at all
times",Power Factor 1 (kVA=kW) - High Efficiency 97% - System Parallel up to 8 units - Energy Regenerative Protection - UPS Health Detection - High Reliability -Green Power -Intellegent Management Models: OH3300T14400S OH3400T14400S OH3500T14400S OH3600T14400S OH3800T14800S OH31M0T14800S OH31M2T14800S Capacity KVA: 300 400 500 600 800 1000 1200 | Data quality notes (unresolved in source): OH3300T14400S: Model code also appears in series 27 ; OH3400T14400S: Model code also appears in series 27 ; OH3500T14400S: Model code also appears in series 27 ; OH3600T14400S: Model code also appears in series 27 ; OH3800T14800S: Model code also appears in series 27 ; OH31M0T14800S: Model code also appears in series 27 ; OH31M2T14800S: Model code also appears in series 27,"Applications: Telecom, Edge Applications, Finance, Data Centers, Servers, Security, Medical Equipment’s, Educations, Light industrial applications",7,verified,website,https://i-sol.co.uk/product-line-4
PROD-050,i-power,UPS Solutions,On-line low frequency,T-4101 1-6k TB 1-1 (0.8PF) With Battery (1-6KVA),T-4101 1-6k TB 1-1 (0.8PF) With Battery (1-6KVA),1-6KVA,"The i-power T-4101 series is a true online double-conversion UPS that can provide your critcal equipment with reliable and stable sine wave power. It features significant advantages, including an output power factor of 0.8 and up to 98% AC-AC efficiency for greater energy savings.","It is a versatile, high quality, and cost-competitive UPS developed to handle a wide voltage range and inconsistent power conditions. The T-4101 series provides a safe power supply guaranteed for mission-critical applications such as computer equipment, telecommunication devices, precision instrument, network termination equipment, and more.",Wide Input Voltage Range Single Phase 160Vac to 280Vac. High Efficiency 98% under ECO Mode Intelligent Charging Design Battery low/over charged sensor to protect the charger. Output Voltage Regulation 220Vac±1% (Static)  220Vac±2% (50% to 0% Sudden Change). High Performance Advanced SCR rectifier and IGBT inverter technology. High Overload Handling Abilit Surge current protection technology to manage sudden impact of 0% to 100% load immediately without transfer to bypass. - Ventilation Design Front to rear ventilation design to reduce the MTTR rate of the UPS. Tested and Verified All devices are fully tested and verified for maximum performance. Model: OL1001T80607S OL1002T80607S OL1003T80807S OL1006T81607S Capacity:1KVA / 0.8KW 2KVA / 1.6KW 3KVA / 2.4KW 6KVA / 4.8KW,"Applications: Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Industrial machines",4,verified,website,https://i-sol.co.uk/product-line-4
PROD-051,i-power,UPS Solutions,On-line low frequency,T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),T-4101 1-15k TB 1-1 (0.8PF) Without Battery (1-15KVA),1-15KVA,"The i-power T-4101 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor of 0.8 and up to 98% AC-AC efficiency for
greater energy savings.","It is a versatile, high quality, and cost-competitive UPS developed
to handle a wide voltage range and inconsistent power conditions.
The T-4101 series provides a safe power supply guaranteed for
mission-critical applications such as computer equipment,
telecommunication devices, precision instrument, network
termination equipment, and more.",Wide Input Voltage Range Single Phase 160Vac to 280Vac. High Efficiency 98% under ECO Mode Intelligent Charging Design Battery low/over charged sensor to protect the charger. Output Voltage Regulation 220Vac±1% (Static)  220Vac±2% (50% to 0% Sudden Change). High Performance Advanced SCR rectifier and IGBT inverter technology. High Overload Handling Abilit Surge current protection technology to manage sudden impact of 0% to 100% load immediately without transfer to bypass. - Ventilation Design Front to rear ventilation design to reduce the MTTR rate of the UPS. Tested and Verified All devices are fully tested and verified for maximum performance. Model: OL1001T80600S OL1002T80600S OL1003T80800S OL1006T81600S OL1006T80800S OL1008T81600S OL1010T81600S OL1015T81600S Capacities: 1KVA / 0.8KW 2KVA / 1.6KW 3KVA / 2.4KW 6KVA / 4.8KW 8KVA / 6.4KW 10KVA / 8KW 15KVA / 12KW,"Applications: Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Industrial machines",8,verified,website,https://i-sol.co.uk/product-line-4
PROD-052,i-power,UPS Solutions,On-line low frequency,T-4102 6-30k TB 3-1 Without Battery (6-30KVA),T-4102 6-30k TB 3-1 Without Battery (6-30KVA),6-30KVA,"The i-power T-4102 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor of 0.8 and up to 98% AC-AC efficiency for
greater energy savings.","It is a versatile, high quality, and cost-competitive UPS developed
to handle a wide voltage range and inconsistent power conditions.
The T-4102 series provides a safe power supply guaranteed for
mission-critical applications such as computer equipment,
telecommunication devices, precision instrument, network
termination equipment, and more.",Wide Input Voltage Range 3-Phase In / 1-Phase out 380Vac ±25%. High Efficiency 98% under ECO Mode Intelligent Charging Design Battery low/over charged sensor to protect the charger. Output Voltage Regulation 220Vac±1% (Static)  220Vac±2% (50% to 0% Sudden Change). High Performance Advanced SCR rectifier and IGBT inverter technology. High Overload Handling Abilit Surge current protection technology to manage sudden impact of 0% to 100% load immediately without transfer to bypass. - Ventilation Design Front to rear ventilation design to reduce the MTTR rate of the UPS. Tested and Verified All devices are fully tested and verified for maximum performance. Model: OL2006T83200S OL2010T83200S OL2015T83200S OL2020T83200S OL2030T83200S Capacity: 6KVA / 4.8KW 10KVA / 8KW 15KVA / 12KW 20KVA / 16KW 30KVA / 24KW | Data quality notes (unresolved in source): OL2010T83200S: Model code also appears in series 13 ; OL2020T83200S: Model code also appears in series 13 ; OL2030T83200S: Model code also appears in series 13,"Applications: Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Industrial machines",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-053,i-power,UPS Solutions,On-line low frequency,T-4102 10-60k TB 3-1 (0.8PF) Without Battery (10-60KVA),T-4102 10-60k TB 3-1 (0.8PF) Without Battery (10-60KVA),10-60KVA,"The i-power T-4102 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor of 0.8 and up to 98% AC-AC efficiency for
greater energy savings.","It is a versatile, high quality, and cost-competitive UPS developed
to handle a wide voltage range and inconsistent power conditions.
The T-4102 series provides a safe power supply guaranteed for
mission-critical applications such as computer equipment,
telecommunication devices, precision instrument, network
termination equipment, and more.",Wide Input Voltage Range 3-Phase In / 1-Phase out . High Efficiency 98% Intelligent Charging Design Battery low/over charged sensor to protect the charger. Output Voltage Regulation 220Vac±1% (Static)  220Vac±2% (50% to 0% Sudden Change). High Performance Advanced SCR rectifier and IGBT inverter technology. High Overload Handling Abilit Surge current protection technology to manage sudden impact of 0% to 100% load immediately without transfer to bypass. - Ventilation Design Front to rear ventilation design to reduce the MTTR rate of the UPS. Tested and Verified All devices are fully tested and verified for maximum performance. Model / Capacity OL2010T83200S OL2020T83200S OL2030T83200S 10KVA / 8KW 20KVA / 16KW 30KVA / 24KW OL2040T83200S OL2060T83200S 40KVA / 32KW 60KVA / 48KW | Data quality notes (unresolved in source): OL2010T83200S: Model code also appears in series 12 ; OL2020T83200S: Model code also appears in series 12 ; OL2030T83200S: Model code also appears in series 12,"Applications: Network, Security, Education Labs, Emergency Devices, Control circuits, Industrial machines",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-054,i-power,UPS Solutions,On-line low frequency,T-4103 10-40k TB 3-3 (0.9PF) Without Battery (10-40KVA),T-4103 10-40k TB 3-3 (0.9PF) Without Battery (10-40KVA),10-40KVA,"The i-power T-4103 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
power. It features significant advantages, including an output
power factor of 0.9 and up to 90% AC-AC efficiency for greater
energy savings.","The i-power T-4103 series offers the maximum available power,
energy efficiency, and power performance for large data centres,
telecommuncation center, production line and realated devices,
requiring high power ratings and highly reliable power protection.",Wide Input Voltage Range to reduce the chance of un-necessary battery drainage and extend its life. Robust ECO Mode Up to 98% efficiency with higher system reliability. Parallel Redundancy Up to eight units can be paralleled for redundancy or expansion. Self Diagnosis and aging detection to minimize downtime risk. High Performance Advanced SCR rectifier and IGBT technology. Greater Energy Saving AC-AC efficiency up to 90% for greater energy savings. High Overload Handling Ability and load compatibility. Tested & Verified All are fully tested and verified for maximum performance. Model Capacity OL3010T93200S OL3015T93200S OL3020T93200S 10KVA / 9KW 15KVA / 13.5KW 20KVA / 18KW OL3030T93200S OL3040T93200S 30KVA / 27KW 40KVA / 36KW,"Applications: Industry, Precision Equipment, Medical, Airports, Transportation, Telecom, Data Centers, Metro, Emergency Equipment’s",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-055,i-power,UPS Solutions,On-line low frequency,T-4103 60-120k TB 3-3 (0.9PF) Without Battery (60-120KVA),T-4103 60-120k TB 3-3 (0.9PF) Without Battery (60-120KVA),60-120KVA,"The i-power T-4103 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
power. It features significant advantages, including an output
power factor of 0.9 and up to 90% AC-AC efficiency for greater
energy savings.","The i-power T-4103 series offers the maximum available power,
energy efficiency, and power performance for large data centres,
telecommuncation center, production line and realated devices,
requiring high power ratings and highly reliable power protection.",Wide Input Voltage Range to reduce the chance of un-necessary battery drainage and extend its life. Robust ECO Mode Up to 98% efficiency with higher system reliability. Parallel Redundancy Up to eight units can be paralleled for redundancy or expansion. Self Diagnosis and aging detection to minimize downtime risk. High Performance Advanced SCR rectifier and IGBT technology. Greater Energy Saving AC-AC efficiency up to 90% for greater energy savings. High Overload Handling Ability and load compatibility. Tested & Verified All are fully tested and verified for maximum performance. Model Capacity OL3060T93200S OL3080T93200S OL3100T93200S OL3120T93200S 60KVA / 54KW 80KVA / 72KW 100KVA / 90KW 120KVA / 108KW,"Applications: Industry, Precision Equipment, Medical, Airports, Transportation, Telecom, Data Centers, Metro, Emergency Equipment’s",4,verified,website,https://i-sol.co.uk/product-line-4
PROD-056,i-power,UPS Solutions,On-line low frequency,T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),T-4103 160-600k TB 3-3 (0.9PF) Without Battery (160-600KVA),160-600KVA,"The i-power T-4103 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor of 0.9 and up to 94% AC-AC efficiency for
greater energy savings.","The i-power T-4103 series offers the maximum available power,
energy efficiency, and power performance for large data centers,
telecommuncation center, production line and realated devices,
requiring high power ratings and highly reliable power protection.
With Multiple Digital Control Modules, such as DSP, MCU, and
CPLD, T-4103 can be non-prioritized paralleled up to 8 units to
lower operating costs without compromising reliability, performance,
and availability.",Wide Input Voltage Range to reduce the chance of un-necessary battery drainage and extend its life. Robust ECO Mode Up to 98% efficiency with higher system reliability. Parallel Redundancy Up to eight units can be paralleled for redundancy or expansion. Self Diagnosis and aging detection to minimize downtime risk. High Performance Advanced SCR rectifier and IGBT technology. Greater Energy Saving AC-AC efficiency up to 90% for greater energy savings. High Overload Handling Ability and load compatibility. Tested & Verified All are fully tested and verified for maximum performance. Model Capacity OL3160T93200S OL3200T93200S OL3250T93200S OL3300T93200S OL3400T93200S OL3500T93200S OL3600T93200S 160KVA/144KW 200KVA/180KW 250KVA/225KW 300KVA/270KW 400KVA/360KW 500KVA/450KW 600KVA/540KW,"Applications: Industry, Precision Equipment, Medical, Airports, Transportation, Telecom, Data Centers, Metro, Emergency Equipment’s",7,verified,website,https://i-sol.co.uk/product-line-4
PROD-057,i-power,UPS Solutions,Rack-Mountable,T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),T-4111 1-10k TB 1-1 (0.8PF) Without Battery (1-10KVA),1-10KVA,"The i-power T-4111 series is a true online double-conversion rack-mount UPS that can provide your critcal equipment with reliable and stable sine wave power. It features significant advantages, including an output power factor of 0.8 and up to 85% AC-AC efficiency for greater energy savings.","It is a versatile, high quality, and cost-competitive UPS developed to handle a wide voltage range and inconsistent power conditions. The T-4111 series provides a safe power supply guaranteed for mission-critical applications such as computer equipment, telecommunication devices, precision instrument, network termination equipment, and more.",Wide Input Voltage Range Single Phase 160Vac to 280Vac. High Efficiency 98% under ECO Mode Intelligent Charging Design Battery low/over charged sensor to protect the charger. Output Voltage Regulation 220Vac±1% (Static)  220Vac±2% (50% to 0% Sudden Change). High Performance Advanced SCR rectifier and IGBT inverter technology. High Overload Handling Abilit Surge current protection technology to manage sudden impact of 0% to 100% load immediately without transfer to bypass. - Ventilation Design Front to rear ventilation design to reduce the MTTR rate of the UPS. Tested and Verified All devices are fully tested and verified for maximum performance OL1001R80600S 1KVA / 0.8KW OL1002R80600S 2KVA / 1.6KW OL1003R80800S 3KVA / 2.4KW OL1006R81600S 6KVA / 4.8KW OL1008R81600S 8KVA / 6.4KW OL1010R81600S 10KVA /8KW,"Applications: Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Industrial machines",6,verified,website,https://i-sol.co.uk/product-line-4
PROD-058,i-power,UPS Solutions,Rack-Mountable,T-4011 1-10k TL 1-1 (1PF) With Battery (1-10KVA),T-4011 1-10k TL 1-1 (1PF) With Battery (1-10KVA),1-10KVA,"The i-power T-4011 series is a true online double-conversion Rack-Tower UPS that can provide your critical equipment with reliable and stable pure sine wave power. It features significant advantages, including an output power factor up to 1 and overall efficiency > 95%. It also provides a highly reliable and energy saving green power system.","It is a versatile, high quality, and cost-competitive UPS developed to handle a wide voltage range and inconsistent power conditions. Due to its 3-level Inverter technology, The T-4011 series provides a safe power supply guaranteed for mission-critical applications such as computer equipment, telecommunication devices, precision instrument, network termination equipment, and more.",FEATURES High frequency on-line double conversion single phase - High Output Power Factor - ECO Function - Topology Comes with Eco friendly function to save cost - Input Voltage Wide input voltage range from 110-300 VAC Battery anti reverse connection alarm and safety and battery test function - EPO Function - Flexible Battery - LCD - All devices have EPO function available Flexible battery VDC options i.e. 192/240 VDC for long back-up 6 & 10 kVA models - Large and multifunctional LCD with comprehensive information about UPS working. Also multi page history record displayed on LCD Model / Rating OH1001C10207S 1KVA / 1KW OH1002C10407S 2KVA / 2KW OH1003C10607S 3KVA / 3KW OH1006C11607S 6KVA / 6KW OH1010C11607S 10KVA / 10KW,"Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",5,verified,website,https://i-sol.co.uk/product-line-4
